symbol,interval,open_time,open,high,low,close,volume,close_time,quote_volume,trade_count
BTCUSDT,1h,1782766800000,60296.01000000,60431.69000000,60261.89000000,60424.00000000,182.34312000,1782770399999,11003049.77590330,45902
